Project_ID,Project_Name,Project_Type,Region,State,Client_Type,Contract_Type,Delivery_Method,Complexity_Level,Digital_Coordination_Level,Owner_Decision_Profile,Start_Date,Snapshot_Date,Snapshot_Year,Original_Budget,Planned_Duration_Days,Planned_Percent_Complete,Actual_Percent_Complete,CPI_Snapshot,SPI_Snapshot,Cost_Variance_Pct_Snapshot,Schedule_Variance_Days_Snapshot,Labor_Productivity_Index,Procurement_Delay_Days_to_Date,Weather_Impact_Days_to_Date,Safety_Incident_Rate_to_Date,Snapshot_Data_Completeness_Pct
PRJ3-02280,Aspen Research Facility 2280,Institutional,Mountain,WY,Public,Cost Plus,IPD,High,Low,Slow,2018-10-21,2020-01-03,2020,107722300,1097,0.401,0.3808,0.8882,0.9203,0.0566,22,0.8966,32,13,0.95,0.9352
PRJ3-02281,Mesa District 2281,Mixed-Use,West,WA,Private,Unit Price,Design-Build,Moderate,Low,Fast,2022-01-12,2023-04-28,2023,199560900,1069,0.441,0.426,0.98,0.9777,0.0193,16,0.8885,19,2,0.468,0.9684
PRJ3-02282,Granite Medical Center 2282,Institutional,Mountain,ID,Public-Private Partnership,Cost Plus,Design-Bid-Build,Low,Low,Standard,2020-07-22,2021-10-02,2021,110809000,827,0.529,0.4774,0.9309,0.9439,0.0634,43,0.9847,29,5,0.413,0.9533
PRJ3-02283,Northstar Corporate Center 2283,Commercial,West,CA,Public,Guaranteed Maximum Price,Design-Bid-Build,Low,Low,Fast,2022-10-22,2023-07-20,2023,157160000,470,0.577,0.56,1.0364,0.9863,0.0013,8,0.9412,0,8,0.388,0.9631
PRJ3-02284,Crescent Bridge Program 2284,Heavy Civil,Mountain,MT,Public-Private Partnership,Unit Price,Design-Bid-Build,Moderate,Moderate,Fast,2024-08-16,2025-11-21,2025,171912300,944,0.49,0.504,0.9018,1.0134,0.0645,-13,0.9709,16,14,0.686,0.9621
PRJ3-02285,Horizon Highway Improvements 2285,Heavy Civil,Midwest,MI,Public,Guaranteed Maximum Price,CMAR,High,Low,Standard,2019-12-23,2021-01-18,2021,375909800,1078,0.364,0.3775,1.0157,1.0002,0.0047,-15,0.9156,11,26,0.597,0.9692
PRJ3-02286,Harbor Public Works Program 2286,Infrastructure,Midwest,MO,Private,Unit Price,Design-Bid-Build,Moderate,High,Fast,2020-09-09,2022-10-27,2022,654780800,1403,0.555,0.5559,0.9476,1.0039,0.0297,-1,1.0804,34,13,0.755,0.9618
PRJ3-02287,Mesa Office Campus 2287,Commercial,Mountain,ID,Private,Unit Price,Design-Build,Moderate,Moderate,Standard,2020-03-16,2021-02-10,2021,92566300,570,0.582,0.6336,0.9859,1.0824,0.01,-29,1.0741,0,18,0.176,0.983
PRJ3-02288,Pioneer Transit-Oriented Development 2288,Mixed-Use,Southwest,AZ,Private,Unit Price,Design-Build,High,High,Standard,2022-09-11,2023-09-07,2023,239444000,910,0.397,0.3859,0.8502,0.9666,0.0667,10,0.8689,1,10,0.589,0.9727
PRJ3-02289,Pioneer Urban Village 2289,Mixed-Use,West,NV,Public,Guaranteed Maximum Price,Design-Bid-Build,High,Moderate,Standard,2024-11-15,2025-12-19,2025,144198800,1111,0.36,0.3599,0.9325,0.9572,0.0312,0,0.9924,2,0,0.768,0.9558
PRJ3-02290,Aspen Apartments 2290,Residential,Mountain,CO,Private,Unit Price,CMAR,High,Moderate,Slow,2024-06-13,2025-01-19,2025,62840600,586,0.377,0.3591,0.9892,0.9208,0.0003,10,0.8989,25,17,0.651,0.9406
PRJ3-02291,Lakeview Water Program 2291,Heavy Civil,Southwest,TX,Public,Lump Sum,Design-Bid-Build,Moderate,Moderate,Slow,2021-04-02,2023-02-14,2023,273629100,1167,0.586,0.5415,0.9115,0.8983,0.0659,52,0.9901,19,0,0.663,0.9606
PRJ3-02292,Gateway Logistics Center 2292,Industrial,Southeast,FL,Public,Guaranteed Maximum Price,CMAR,Low,Moderate,Fast,2018-02-22,2019-06-13,2019,171730500,856,0.557,0.5553,1.0191,1.0142,0.0041,1,1.1247,0,20,0.329,0.9709
PRJ3-02293,Copper Process Plant 2293,Industrial,West,OR,Private,Guaranteed Maximum Price,IPD,Moderate,Moderate,Standard,2019-12-14,2021-07-07,2021,86311800,1133,0.504,0.5045,0.9957,1.0195,0.0177,-1,1.0116,15,3,0.57,0.9594
PRJ3-02294,Evergreen Urban Village 2294,Mixed-Use,Northeast,NJ,Private,Unit Price,CMAR,Low,Low,Standard,2021-07-04,2022-03-25,2022,276490000,728,0.363,0.3684,0.9804,1.0496,-0.0002,-4,0.9787,0,19,0.46,0.9574
PRJ3-02295,Copper Transit-Oriented Development 2295,Mixed-Use,Midwest,OH,Private,Unit Price,Design-Build,Moderate,Low,Standard,2019-02-01,2020-05-21,2020,81576200,953,0.499,0.4859,0.9836,0.9684,0.0086,13,0.9016,11,12,0.66,0.9524
PRJ3-02296,Liberty Research Facility 2296,Institutional,Northeast,MA,Public,Unit Price,Design-Build,High,Moderate,Slow,2023-11-17,2025-07-24,2025,285623400,1054,0.584,0.5262,0.8809,0.8817,0.052,61,0.8911,13,18,0.883,0.9468
PRJ3-02297,Redwood Airport Improvements 2297,Infrastructure,Southeast,NC,Private,Cost Plus,IPD,Low,Low,Slow,2021-08-08,2023-06-28,2023,203831900,1218,0.566,0.4829,0.9495,0.8799,0.0356,101,0.9702,10,9,0.098,0.9695
PRJ3-02298,Copper Medical Center 2298,Institutional,Southeast,FL,Private,Unit Price,CMAR,Very High,Low,Standard,2019-04-26,2020-09-06,2020,152473400,896,0.558,0.4273,0.954,0.7954,0.0152,117,0.9487,35,8,0.602,0.9724
PRJ3-02299,Copper Corporate Center 2299,Commercial,West,CA,Public-Private Partnership,Lump Sum,IPD,Very High,Moderate,Slow,2019-12-02,2021-02-01,2021,85632000,713,0.599,0.539,1.0343,0.8971,-0.0242,43,0.9697,17,0,0.696,0.9542
PRJ3-02300,Riverside Airport Improvements 2300,Infrastructure,Northeast,NY,Private,Guaranteed Maximum Price,Design-Build,High,Moderate,Slow,2021-07-03,2022-08-13,2022,249865900,1117,0.364,0.3298,0.9696,0.8683,0.0176,38,1.0162,11,15,0.724,0.9531
PRJ3-02301,Summit Housing 2301,Residential,Southeast,NC,Public,Unit Price,CMAR,Low,Low,Fast,2022-03-23,2023-01-24,2023,76266900,612,0.503,0.552,0.8887,1.0898,0.0613,-30,1.0895,0,11,0.664,0.9813
PRJ3-02302,Aspen Retail Center 2302,Commercial,West,NV,Public,Lump Sum,Design-Build,Low,High,Standard,2023-12-19,2024-08-28,2024,216074700,545,0.465,0.4689,1.006,0.9713,0.0072,-2,1.01,9,7,0.721,0.966
PRJ3-02303,Crescent Neighborhood 2303,Residential,Midwest,MN,Private,Lump Sum,Design-Bid-Build,High,High,Slow,2021-04-03,2022-03-05,2022,54994600,752,0.448,0.4039,0.946,0.9246,0.0162,33,1.0061,16,14,0.35,0.9517
PRJ3-02304,Canyon Water Program 2304,Heavy Civil,Southeast,NC,Public,Lump Sum,CMAR,High,Low,Standard,2021-04-09,2022-04-02,2022,140923800,936,0.383,0.3494,0.8851,0.9935,0.0407,31,0.9633,21,5,0.751,0.9601
PRJ3-02305,Liberty Housing 2305,Residential,Southwest,AZ,Public,Guaranteed Maximum Price,CMAR,Moderate,Moderate,Fast,2023-01-11,2023-11-19,2023,80922300,801,0.39,0.3715,1.0077,1.0512,0.0023,15,0.9445,15,9,0.433,1.0
PRJ3-02306,Copper Research Facility 2306,Institutional,Mountain,ID,Public,Unit Price,IPD,High,High,Slow,2024-09-12,2025-08-15,2025,84879200,852,0.396,0.3939,1.0152,0.9941,-0.0122,2,0.9278,23,17,0.761,0.9598
PRJ3-02308,Evergreen Manufacturing Facility 2308,Industrial,West,NV,Public,Unit Price,Design-Bid-Build,Moderate,Moderate,Slow,2019-01-11,2020-08-16,2020,116431500,1006,0.58,0.5237,0.851,0.9371,0.1137,57,0.9236,12,6,0.953,0.9556
PRJ3-02309,Gateway Research Facility 2309,Institutional,West,WA,Public,Unit Price,CMAR,Very High,High,Standard,2021-03-14,2022-05-11,2022,65480200,939,0.451,0.4262,0.931,0.9686,0.0322,23,0.9142,20,6,0.739,0.9557
PRJ3-02310,Mesa Research Facility 2310,Institutional,West,OR,Public,Lump Sum,CMAR,Low,Moderate,Fast,2022-08-07,2023-10-03,2023,153355100,884,0.478,0.4624,1.0385,0.9791,-0.0094,14,1.0451,2,3,0.111,0.9682
PRJ3-02311,Gateway Highway Improvements 2311,Heavy Civil,Midwest,OH,Private,Guaranteed Maximum Price,Design-Build,Very High,Moderate,Standard,2020-12-11,2022-07-23,2022,293119600,1078,0.547,0.4742,0.9461,0.8866,0.0326,78,0.912,25,16,0.76,0.9605
PRJ3-02312,Copper Transit Program 2312,Infrastructure,West,WA,Public,Lump Sum,CMAR,High,Low,Standard,2020-05-10,2022-07-03,2022,299475800,1362,0.576,0.5498,0.947,0.9262,0.0342,36,0.8988,28,16,0.652,0.9639
PRJ3-02313,Pioneer Housing 2313,Residential,Mountain,UT,Public,Lump Sum,Design-Build,Low,Moderate,Fast,2023-09-12,2024-12-10,2024,36076100,761,0.599,0.6283,1.0928,1.0384,-0.0521,-22,1.0913,21,21,0.692,0.9739
PRJ3-02314,Pioneer Residences 2314,Residential,Mountain,CO,Private,Unit Price,Design-Build,Moderate,Moderate,Standard,2021-10-10,2022-06-26,2022,83258100,575,0.452,0.4775,0.9426,1.0489,0.0307,-15,0.9037,1,6,0.849,0.9608
PRJ3-02315,Canyon Utility Corridor 2315,Infrastructure,Southeast,FL,Public-Private Partnership,Cost Plus,CMAR,Low,Moderate,Standard,2021-03-03,2022-08-06,2022,172717400,1102,0.473,0.4494,0.9704,0.9635,-0.0035,26,0.9414,14,11,0.681,0.9789
PRJ3-02316,Aspen Office Campus 2316,Commercial,Mountain,UT,Public-Private Partnership,Guaranteed Maximum Price,Design-Bid-Build,High,Moderate,Standard,2024-08-12,2025-06-17,2025,39237600,728,0.425,0.472,1.0195,1.0456,-0.0155,-34,1.0601,18,14,0.74,0.9478
PRJ3-02317,Redwood Apartments 2317,Residential,Southeast,GA,Public,Guaranteed Maximum Price,CMAR,Moderate,High,Standard,2024-02-24,2024-11-22,2024,46757500,460,0.592,0.5633,0.9489,1.0461,0.027,13,0.988,10,14,0.427,0.9593
PRJ3-02318,Crescent Earthworks Package 2318,Heavy Civil,West,OR,Public,Guaranteed Maximum Price,CMAR,High,Moderate,Fast,2019-03-17,2020-10-20,2020,151233300,1087,0.537,0.531,0.9876,1.0034,0.009,7,0.9487,19,14,0.799,0.9832
PRJ3-02319,Aspen Bridge Program 2319,Heavy Civil,Mountain,WY,Private,Guaranteed Maximum Price,Design-Bid-Build,Low,Moderate,Fast,2020-05-11,2021-10-19,2021,120470600,1140,0.462,0.4397,1.083,1.0061,-0.0305,25,1.0394,23,14,0.136,0.9677
PRJ3-02320,Crescent Housing 2320,Residential,Southwest,TX,Private,Lump Sum,CMAR,High,High,Fast,2021-06-20,2022-07-08,2022,163776000,702,0.547,0.5737,0.9695,1.0623,0.0246,-19,0.9528,10,6,0.653,0.9827
PRJ3-02321,Pioneer Airport Improvements 2321,Infrastructure,Southwest,NM,Private,Guaranteed Maximum Price,Design-Build,Moderate,High,Slow,2017-07-18,2019-02-01,2019,171138900,1062,0.531,0.4678,0.9277,0.8819,0.0395,67,0.9764,33,8,0.533,0.9735
PRJ3-02322,Aspen Marketplace 2322,Commercial,West,CA,Private,Unit Price,Design-Bid-Build,Moderate,High,Standard,2021-11-08,2022-08-02,2022,106732400,707,0.379,0.3368,1.0114,0.8719,-0.0077,30,0.9463,4,12,0.25,0.9785
PRJ3-02323,Gateway Transit Program 2323,Infrastructure,West,CA,Private,Lump Sum,Design-Bid-Build,Moderate,Low,Fast,2022-06-20,2024-05-16,2024,300607000,1217,0.572,0.5789,0.844,1.0284,0.093,-8,0.9666,21,0,0.518,0.9724
PRJ3-02324,Pioneer Apartments 2324,Residential,West,NV,Public,Cost Plus,CMAR,Low,Low,Slow,2023-05-16,2024-01-03,2024,48217000,436,0.534,0.4968,1.0466,0.9679,-0.0011,16,1.0238,17,10,0.56,0.9687
PRJ3-02325,Copper Medical Center 2325,Institutional,West,CA,Public,Lump Sum,Design-Build,Moderate,High,Standard,2024-09-15,2025-07-26,2025,93743400,695,0.453,0.4801,0.9736,1.052,0.0081,-19,1.1485,18,8,0.103,0.9687
PRJ3-02326,Granite Residences 2326,Residential,Southwest,NM,Private,Guaranteed Maximum Price,CMAR,Very High,High,Standard,2020-01-21,2020-10-27,2020,117500800,568,0.494,0.4773,0.9031,0.9362,0.0505,10,0.9787,30,13,0.779,0.9692
PRJ3-02327,Gateway Apartments 2327,Residential,West,NV,Public,Lump Sum,Design-Build,High,High,Standard,2024-10-13,2025-06-06,2025,136125400,541,0.437,0.4992,1.15,1.0764,-0.0705,-34,1.0946,12,4,0.479,0.9693
PRJ3-02328,Mesa Retail Center 2328,Commercial,West,WA,Private,Lump Sum,Design-Bid-Build,Moderate,Moderate,Standard,2023-03-01,2023-09-01,2023,188073000,425,0.435,0.4185,1.0122,0.9903,-0.0331,7,0.9908,10,0,0.296,0.9731
PRJ3-02329,Cedar Logistics Center 2329,Industrial,West,CA,Public-Private Partnership,Lump Sum,Design-Build,Moderate,High,Standard,2019-11-10,2021-03-10,2021,118528800,1077,0.452,0.4132,1.1028,0.9697,-0.0273,42,1.1162,16,0,0.491,0.9601
PRJ3-02330,Riverside Water Program 2330,Heavy Civil,Southeast,NC,Private,Cost Plus,Design-Bid-Build,High,Moderate,Fast,2024-03-18,2025-12-21,2025,95451500,1252,0.514,0.4915,0.8751,0.9553,0.0767,28,1.0019,30,12,0.692,0.9855
PRJ3-02331,Aspen Logistics Center 2331,Industrial,Mountain,MT,Private,Unit Price,IPD,Moderate,High,Slow,2023-10-21,2025-03-05,2025,148474000,1024,0.49,0.5104,1.0412,1.0359,-0.0251,-21,1.1398,0,13,0.825,0.9605
PRJ3-02332,Harbor Retail Center 2332,Commercial,West,WA,Public,Lump Sum,CMAR,Moderate,High,Standard,2023-03-10,2024-01-14,2024,72046000,812,0.382,0.3577,1.06,0.9911,-0.0091,20,1.0751,13,11,0.565,0.9732
PRJ3-02333,Liberty Utility Corridor 2333,Infrastructure,Midwest,MO,Public,Guaranteed Maximum Price,Design-Bid-Build,Low,Moderate,Fast,2018-01-24,2019-10-25,2019,137916100,1262,0.507,0.493,1.0863,0.9724,-0.0402,18,1.0519,0,14,0.511,0.9734
PRJ3-02334,Summit Manufacturing Facility 2334,Industrial,Southeast,VA,Public,Unit Price,Design-Build,Moderate,Moderate,Fast,2022-03-13,2023-07-24,2023,333796100,884,0.564,0.5531,0.9567,0.9699,-0.0034,10,1.0696,22,15,0.529,0.9596
PRJ3-02335,Cedar Office Campus 2335,Commercial,Mountain,WY,Private,Lump Sum,Design-Build,High,Low,Standard,2022-03-09,2023-01-01,2023,74932100,718,0.416,0.3705,0.9512,0.8638,0.0062,33,0.8714,12,10,0.771,0.9363
PRJ3-02336,Lakeview Office Campus 2336,Commercial,Northeast,NY,Private,Cost Plus,IPD,Very High,Moderate,Fast,2023-06-13,2024-05-03,2024,48352600,657,0.496,0.4764,0.9755,0.9879,0.0033,13,1.0164,7,13,0.948,0.9839
PRJ3-02337,Gateway Retail Center 2337,Commercial,Southeast,NC,Public,Unit Price,Design-Bid-Build,High,High,Standard,2024-07-10,2025-05-22,2025,130827400,620,0.51,0.4906,0.9605,0.9224,-0.0021,12,0.9527,4,11,0.58,0.9515
PRJ3-02338,Riverside Neighborhood 2338,Residential,Mountain,ID,Public-Private Partnership,Guaranteed Maximum Price,Design-Build,High,Moderate,Slow,2024-11-09,2025-04-28,2025,37295900,449,0.379,0.3619,0.9367,0.9523,0.0365,8,0.9235,36,15,0.312,0.9582
PRJ3-02339,Riverside Process Plant 2339,Industrial,Southeast,FL,Private,Guaranteed Maximum Price,Design-Build,Very High,Moderate,Fast,2024-04-10,2025-01-20,2025,65974500,671,0.426,0.3504,0.973,0.8956,0.0071,51,0.9095,20,23,0.962,0.9702
PRJ3-02340,Copper Civic Complex 2340,Institutional,Mountain,UT,Public,Unit Price,CMAR,Moderate,Low,Standard,2020-11-03,2021-08-03,2021,64476800,673,0.406,0.393,0.9917,0.9728,0.0004,9,0.9577,19,15,0.581,0.9512
PRJ3-02341,Horizon Residences 2341,Residential,Midwest,MN,Private,Unit Price,IPD,Moderate,High,Standard,2022-12-11,2023-06-28,2023,26388200,430,0.465,0.4947,0.9305,1.1037,0.0417,-13,0.9917,19,11,0.354,0.9686
PRJ3-02342,Cedar Manufacturing Facility 2342,Industrial,Southeast,VA,Public,Unit Price,Design-Build,High,Low,Standard,2019-10-06,2021-04-16,2021,94765500,968,0.577,0.5073,0.8816,0.8641,0.0691,67,0.9965,30,13,0.397,0.9775
PRJ3-02343,Redwood Retail Center 2343,Commercial,West,OR,Public,Lump Sum,IPD,Very High,Moderate,Fast,2021-08-05,2022-05-06,2022,46870600,720,0.381,0.4172,1.0036,1.12,0.0143,-26,0.902,10,0,0.829,0.9573
PRJ3-02344,Liberty Neighborhood 2344,Residential,Southwest,AZ,Private,Guaranteed Maximum Price,Design-Build,Moderate,Low,Fast,2020-08-20,2021-11-02,2021,40900600,817,0.538,0.5309,1.0035,0.9634,0.0048,6,1.1016,0,0,0.402,0.9655
PRJ3-02345,Harbor Bridge Program 2345,Heavy Civil,Midwest,MN,Private,Unit Price,Design-Build,High,Low,Standard,2019-08-22,2021-02-21,2021,220882200,1097,0.501,0.4722,0.8523,0.9614,0.0959,32,0.9646,7,6,0.852,0.9607
PRJ3-02346,Lakeview Transit Program 2346,Infrastructure,Southeast,FL,Public,Cost Plus,Design-Bid-Build,High,Moderate,Standard,2018-01-03,2019-07-10,2019,172728300,1247,0.444,0.4287,0.9862,0.9531,0.0173,19,1.0056,22,10,0.632,0.9705
PRJ3-02347,Gateway Corporate Center 2347,Commercial,Mountain,ID,Public,Guaranteed Maximum Price,CMAR,Moderate,Low,Standard,2023-09-07,2024-10-13,2024,60586800,791,0.509,0.4675,0.9736,0.9147,0.0235,33,0.9927,1,12,0.672,0.9663
PRJ3-02348,Summit Education Center 2348,Institutional,Midwest,OH,Private,Unit Price,Design-Build,Very High,Moderate,Standard,2021-12-10,2023-05-13,2023,140755600,913,0.569,0.4891,0.9465,0.8705,0.0323,73,0.9336,0,15,1.054,0.9671
PRJ3-02349,Evergreen Highway Improvements 2349,Heavy Civil,Northeast,MA,Public,Cost Plus,Design-Bid-Build,High,Moderate,Standard,2020-01-16,2021-07-09,2021,173073100,1095,0.494,0.5052,0.8988,0.983,0.0831,-12,0.8854,29,18,0.296,0.9568
PRJ3-02350,Canyon Housing 2350,Residential,Southeast,FL,Private,Lump Sum,Design-Bid-Build,High,Moderate,Standard,2022-02-15,2022-05-16,2022,142132900,258,0.352,0.3201,0.9626,0.9645,0.0069,8,0.9591,8,18,0.563,0.9801
PRJ3-02351,Summit Office Campus 2351,Commercial,Midwest,MO,Public,Lump Sum,Design-Build,Moderate,Moderate,Fast,2018-04-06,2019-01-26,2019,90361500,823,0.359,0.3702,0.9119,1.0924,0.0187,-9,1.0431,0,11,0.498,0.9588
PRJ3-02352,Harbor Bridge Program 2352,Heavy Civil,Mountain,WY,Private,Cost Plus,IPD,High,Low,Fast,2024-03-24,2025-08-06,2025,164509300,1137,0.44,0.4177,0.9174,0.9397,0.0157,25,0.9722,19,13,0.898,0.9721
PRJ3-02353,Copper Apartments 2353,Residential,Southwest,TX,Public-Private Partnership,Unit Price,Design-Bid-Build,Moderate,Moderate,Fast,2024-10-09,2025-02-25,2025,53278200,379,0.369,0.3533,0.9997,0.9399,0.0001,6,1.0893,3,14,0.563,0.962
PRJ3-02354,Northstar Highway Improvements 2354,Heavy Civil,Southeast,TN,Private,Guaranteed Maximum Price,CMAR,High,High,Slow,2023-12-23,2024-12-23,2024,320987300,907,0.404,0.362,0.923,0.9215,0.0355,38,0.8928,2,29,0.846,0.9494
PRJ3-02355,Horizon Bridge Program 2355,Heavy Civil,Southwest,TX,Public,Lump Sum,CMAR,Moderate,Low,Standard,2023-06-19,2024-06-05,2024,545718300,672,0.524,0.4944,0.9966,0.9009,0.0107,20,1.0324,26,5,0.723,0.9642
PRJ3-02356,Pioneer Distribution Hub 2356,Industrial,Northeast,NY,Public,Cost Plus,IPD,Moderate,High,Standard,2022-07-31,2023-10-06,2023,141938000,811,0.533,0.5413,0.958,1.0374,0.0107,-7,0.9281,20,14,0.647,0.9677
PRJ3-02357,Harbor Public Works Program 2357,Infrastructure,Mountain,UT,Private,Guaranteed Maximum Price,Design-Bid-Build,Low,High,Fast,2018-07-05,2019-12-16,2019,201880500,1182,0.448,0.4659,0.9451,1.0557,0.0052,-21,1.0091,23,10,0.138,0.954
PRJ3-02358,Crescent Civic Complex 2358,Institutional,Mountain,CO,Public,Unit Price,Design-Build,Moderate,Low,Slow,2021-03-20,2022-06-07,2022,130177000,758,0.587,0.5406,0.8591,0.9084,0.0745,35,0.8839,0,8,0.675,0.958
PRJ3-02359,Aspen Logistics Center 2359,Industrial,Southeast,FL,Private,Unit Price,CMAR,Moderate,High,Standard,2024-08-09,2025-08-11,2025,173046500,953,0.386,0.3832,0.8851,0.9622,0.0375,3,1.0101,3,32,0.635,1.0
PRJ3-02360,Lakeview Process Plant 2360,Industrial,Southeast,VA,Public,Guaranteed Maximum Price,Design-Build,High,Low,Standard,2018-01-15,2019-04-07,2019,81616700,864,0.518,0.4965,1.0058,0.9893,-0.0127,19,0.9857,36,7,0.675,0.9536
PRJ3-02361,Gateway Town Center 2361,Mixed-Use,Mountain,WY,Private,Guaranteed Maximum Price,IPD,High,High,Slow,2022-03-18,2023-04-06,2023,316205700,1042,0.369,0.3381,1.0363,0.907,-0.0052,32,0.8815,11,19,0.454,0.9776
PRJ3-02362,Cedar Civic Complex 2362,Institutional,Southeast,NC,Private,Lump Sum,Design-Build,High,High,Fast,2020-09-11,2021-08-25,2021,316517700,784,0.445,0.4337,1.0266,0.9935,0.0064,9,1.005,13,23,0.558,0.9689
PRJ3-02363,Gateway Residences 2363,Residential,Southeast,FL,Public,Guaranteed Maximum Price,Design-Bid-Build,Moderate,Low,Standard,2019-02-10,2019-12-04,2019,62741700,547,0.544,0.5112,0.8726,0.9425,0.0843,18,0.8874,22,17,0.659,0.9574
PRJ3-02364,Granite Public Works Program 2364,Infrastructure,Northeast,MA,Private,Lump Sum,CMAR,Very High,Moderate,Fast,2024-05-15,2025-07-11,2025,79877000,1132,0.373,0.3864,1.006,1.0173,0.0008,-15,0.916,10,7,0.759,0.9356
PRJ3-02365,Lakeview Corporate Center 2365,Commercial,Southwest,AZ,Public,Guaranteed Maximum Price,IPD,Very High,High,Slow,2019-11-05,2020-11-15,2020,48597700,648,0.581,0.5964,1.0089,0.9608,0.0028,-10,0.9383,26,20,0.792,0.9545
PRJ3-02366,Redwood Town Center 2366,Mixed-Use,West,OR,Private,Lump Sum,CMAR,Moderate,High,Slow,2020-02-12,2021-05-27,2021,240063700,930,0.506,0.4956,0.9522,0.9058,0.0287,10,0.9692,22,2,0.654,0.958
PRJ3-02367,Northstar Highway Improvements 2367,Heavy Civil,Southeast,NC,Private,Cost Plus,IPD,Low,Low,Standard,2022-05-23,2023-07-27,2023,228996600,1046,0.412,0.3567,0.9157,0.8579,0.024,58,0.9191,2,15,0.587,0.9492
PRJ3-02368,Copper Town Center 2368,Mixed-Use,Midwest,IL,Public,Lump Sum,Design-Bid-Build,High,Moderate,Standard,2024-03-15,2025-07-21,2025,227232300,1035,0.477,0.4184,0.9486,0.9153,0.0054,61,0.9514,0,13,0.507,0.9882
PRJ3-02369,Northstar Logistics Center 2369,Industrial,Southeast,VA,Private,Guaranteed Maximum Price,CMAR,Moderate,Moderate,Standard,2021-03-24,2022-06-14,2022,54724700,779,0.574,0.5486,0.9325,0.9748,0.0559,20,1.0234,0,15,0.233,0.9714
PRJ3-02370,Evergreen Corporate Center 2370,Commercial,West,CA,Public,Unit Price,Design-Build,High,Moderate,Standard,2023-08-11,2024-04-11,2024,83804100,645,0.379,0.3631,1.0403,0.9623,0.0025,10,0.9305,21,0,0.562,0.9684
PRJ3-02371,Riverside Neighborhood 2371,Residential,West,NV,Public,Lump Sum,IPD,Moderate,Low,Slow,2018-11-01,2019-06-20,2019,65614000,470,0.493,0.5185,0.9342,1.0179,0.026,-12,0.9788,16,0,0.589,0.9573
PRJ3-02372,Northstar Research Facility 2372,Institutional,West,CA,Private,Unit Price,Design-Bid-Build,High,Low,Standard,2018-12-16,2020-01-11,2020,145591700,873,0.448,0.377,0.9966,0.8864,0.0099,62,0.8854,29,9,0.663,0.9718
PRJ3-02373,Mesa Civic Complex 2373,Institutional,Mountain,WY,Private,Unit Price,Design-Bid-Build,Moderate,High,Standard,2024-03-04,2025-02-13,2025,203852100,721,0.481,0.5192,0.9142,1.0502,0.044,-28,1.0106,4,3,0.224,0.9622
PRJ3-02374,Northstar Housing 2374,Residential,Northeast,PA,Public,Cost Plus,Design-Bid-Build,Moderate,Moderate,Slow,2018-12-12,2019-08-03,2019,37680600,589,0.398,0.3836,0.8244,0.9408,0.0838,8,0.9482,24,23,0.812,0.9751
PRJ3-02375,Horizon Neighborhood 2375,Residential,Southeast,TN,Public,Lump Sum,CMAR,High,Low,Standard,2024-04-02,2024-12-15,2024,45738300,586,0.44,0.4411,0.9362,1.0063,0.0273,-1,0.8268,13,15,0.7,0.9473
PRJ3-02376,Horizon Research Facility 2376,Institutional,Midwest,MI,Public-Private Partnership,Guaranteed Maximum Price,IPD,Moderate,High,Fast,2018-11-10,2019-08-13,2019,337567400,574,0.481,0.5472,1.0762,1.112,-0.0512,-38,1.052,0,10,0.096,0.9588
PRJ3-02377,Mesa Highway Improvements 2377,Heavy Civil,Midwest,IL,Private,Unit Price,CMAR,Moderate,Moderate,Fast,2024-04-10,2025-08-16,2025,125189900,1225,0.403,0.4246,0.9616,0.9781,0.0412,-26,0.9575,4,17,0.48,0.9936
PRJ3-02378,Granite Corporate Center 2378,Commercial,Southwest,NM,Private,Unit Price,Design-Bid-Build,Moderate,Moderate,Slow,2022-03-12,2023-01-18,2023,59585100,524,0.597,0.5159,0.8729,0.8201,0.0813,42,0.8802,15,0,0.394,0.9608
PRJ3-02379,Liberty Research Facility 2379,Institutional,Southeast,GA,Private,Cost Plus,Design-Bid-Build,Low,Low,Standard,2022-02-10,2023-01-04,2023,94046900,667,0.493,0.4931,0.9059,0.983,0.0486,0,0.9723,21,4,0.5,0.9613
PRJ3-02380,Canyon Civic Complex 2380,Institutional,Southeast,GA,Private,Unit Price,Design-Bid-Build,Very High,Low,Fast,2022-10-20,2023-09-23,2023,141318800,718,0.472,0.4431,0.8725,0.933,0.0797,21,0.962,29,8,0.669,0.9505
PRJ3-02381,Evergreen Public Works Program 2381,Infrastructure,Mountain,CO,Public,Cost Plus,Design-Build,High,Moderate,Standard,2023-01-16,2025-03-09,2025,520370300,1348,0.581,0.5351,0.9936,0.9299,0.0066,62,1.0044,25,13,0.366,0.9696
PRJ3-02382,Evergreen Water Program 2382,Heavy Civil,Midwest,OH,Private,Guaranteed Maximum Price,Design-Bid-Build,Moderate,Moderate,Fast,2020-01-18,2021-04-16,2021,400447500,1116,0.407,0.3961,0.9872,0.959,-0.0115,12,0.9167,0,14,0.7,0.9536
